,0
1127,The Supreme Court agreed to temporarily freeze a lower-court opinion requiring the Navy to deploy special operations forces even though they have refused to get vaccinated for Covid-19 https://t.co/asfzqmWnrd
1128,"January 6 committee members are discussing whether to call conservative activist Ginni Thomas to testify, sources tell CNN https://t.co/UrMfiNkAJ4"
1129,"Supreme Court Justice Clarence Thomas has been released from a Washington, DC, hospital after a week-long stay https://t.co/pJvFULv8CI"
1130,The US and EU have announced a joint task force in an effort to wean Europe off its dependence on Russian oil and gas https://t.co/oxxIupGqDg
1131,"The House January 6 committee has more than two dozen text messages between former Trump White House chief of staff Mark Meadows and Virginia ""Ginni"" Thomas, a conservative activist and the wife of Supreme Court Justice Clarence Thomas, sources say
https://t.co/wcccuGHSbI"
1132,"The United States has indicted four Russian men, including three Russian intelligence officers, for alleged hacking campaigns that targeted hundreds of energy companies around the world from 2012 to 2018, the Justice Department says
https://t.co/vSgqPSesu9"
1133,"Biden administration announces plans for up to 100,000 Ukrainians and others fleeing Russia's aggression to come to the United States https://t.co/P9nDCmuOFe"
1134,"North Korea has fired a possible intercontinental ballistic missile into the waters west of Japan, Tokyo's vice defense minister says https://t.co/BNbCs7FUkd"
1135,"Madeleine Albright, the first female US secretary of state, who helped steer Western foreign policy after the Cold War, dies at 84.
https://t.co/hH0RULN1NT"
1136,"The US government has formally declared that members of the Russian armed forces have committed war crimes in Ukraine, Secretary of State Blinken says. https://t.co/U1UrpH7vGc"
1137,The Supreme Court has rejected a GOP request to upend a congressional map adopted by the Wisconsin Supreme Court that was preferred by Democrats. https://t.co/GjrWLtTnd1
1138,Former President Donald Trump has withdrawn his endorsement of Mo Brooks for the US Senate seat in Alabama after Brooks declined to affirm Trump's false belief that the 2020 election result can be overturned https://t.co/ykTyorRb0w
1139,Hillary Clinton says she has tested positive for Covid-19 and has mild symptoms. https://t.co/tw6f1N7tr6
1140,"A conservatorship for actress Amanda Bynes, which has been overseeing her personal and professional affairs for the past nine years, was officially ended by a judge https://t.co/S15KqqLumf"
1141,"White House press secretary Jen Psaki tests positive for Covid-19 hours before President Biden is set to depart for Europe trip
https://t.co/kfJPoPUiow"
1142,"Couy Griffin, founder of Cowboys for Trump and the second January 6 defendant to go on trial, is found guilty of trespassing on US Capitol grounds
https://t.co/9UjYYlOZsi"
1143,"""Nothing could be further from the truth,"" Ketanji Brown Jackson said when asked about GOP Sen. Josh Hawley's claims of lenient child porn sentencing
https://t.co/laiVd8V8Je"
1144,"Jailed Russian opposition leader and Kremlin critic Alexey Navalny has been found guilty of fraud, state media said https://t.co/TeuoRbBbZC"
1145,"JUST IN: A Chinese airliner carrying 133 people has crashed in southern China, according to state media
https://t.co/MGrNGtd157"
1146,"Supreme Court Justice Clarence Thomas was hospitalized with flu-like symptoms and diagnosed with an infection, court says. https://t.co/Enw0VA5pwt"
1147,"US will announce it has formally determined that Myanmar's military committed genocide and crimes against humanity against the Rohingya, official says. https://t.co/GQQGCOQt5W"
1148,"Ukrainian President Volodymyr Zelensky tells CNN that he's ""ready for negotiations"" with Russian President Vladimir Putin but warned that if they fail ""that would mean that this is a third World War."" https://t.co/e69OD8DP4d"
1149,"Russia bombs an art school sheltering 400 people in Mariupol, city council says. Moscow claims it launched hypersonic and cruise missiles on targets.
https://t.co/dLTz4lHGpR"
1150,"Four US service members were killed when the aircraft they were traveling in crashed during NATO training exercises in Norway, the country’s Prime Minister says https://t.co/vMbwr1v6Ad"
1151,"Alaska GOP Rep. Don Young, the longest-serving member of the current Congress, has died at 88
https://t.co/VUwoEzsBVm"
1152,President Biden used a lengthy video call with Xi Jinping on Friday to detail the consequences for China if it helps Russia in the war with Ukraine https://t.co/iwyPvEXhRQ
1153,Ukrainian President Zelensky says 130 people have been rescued from the bombed theater in the city of Mariupol so far https://t.co/25dKe2KJX3
1154,"A 13-year-old child was behind the wheel of a pickup truck involved in a head-on collision in Texas Tuesday evening that killed nine people, including six University of the Southwest golfers and their coach, the National Transportation Safety Board says
https://t.co/1LSPLlKOGz"
1155,"The House has passed a bill to suspend normal trade relations with Russia, the latest effort by US lawmakers to inflict economic pain on the Kremlin for its invasion of Ukraine. It now heads to the Senate. https://t.co/jZLbsyu2m5"
1156,"US mortgage rates climbed past 4% for the first time since May 2019
https://t.co/pB1Vt8gWwp"
1157,"American basketball star Brittney Griner's arrest has been extended until May 19, according to Russian state news
https://t.co/GUBIVnClX3"
1158,"Biden will speak with Chinese President Xi on Friday about US-China relations and the Russia-Ukraine conflict, White House press secretary Jen Psaki says
https://t.co/zzxFNFeVZj"
1159,"White House Covid-19 response coordinator Jeff Zients will step down next month, Biden says
https://t.co/Xzj7sXWqkt"
1160,"A bomb shelter in the devastated Mariupol theater withstood the Russian attack and survivors are emerging, a local official says. Follow live updates: https://t.co/mEnd6biI7D"
1161,Court orders Jussie Smollett to be released from jail pending an appeal of his conviction. https://t.co/3JBvC2w9xY
1162,"President Biden has announced an additional $800 million in security assistance to Ukraine, but the aid stops short of the no-fly zone or fighter jets that Zelensky has said are necessary to sustain Ukraine’s fight against Russia https://t.co/k9S9YGAAjW"
1163,"A tsunami warning was issued by Japanese officials Wednesday following a 7.3-magnitude earthquake that hit off the coast of Fukushima prefecture, where a 2011 quake caused a disaster at a nuclear power plant.
https://t.co/xHSrkYuJ7P"
1164,"At least nine people -- including six students -- were killed in a fiery crash between a pickup truck and a van carrying members of the University of the Southwest's men's and women's golf teams, officials said Wednesday https://t.co/Qv7hZ1quH7"
1165,Ukraine President Zelensky makes an impassioned plea for more US aid in a virtual address to Congress as Russian attacks intensify in Kyiv. Follow live updates https://t.co/uP0Zjiqo3L
1166,"British-Iranian aid worker Nazanin Zaghari-Ratcliffe is at Tehran airport and ""on her way home"" after 6 years in detention in Iran, UK MP says https://t.co/h7OF9PrRgc"
1167,"Pfizer and BioNTech submitted an application for emergency use authorization for a second booster dose of their Covid-19 vaccine for adults 65 and older
https://t.co/rD3WvzWJSS"
1168,"Second gentleman Doug Emhoff has tested positive for Covid-19. Vice President Kamala Harris tested negative today and will continue to test, her office says.
https://t.co/HUGB1hj4oy"
1169,Shalanda Young becomes the first Black woman to lead the White House budget office after the Senate confirmed her with bipartisan support https://t.co/mGUnZ0UfeA
1170,"Sarah Bloom Raskin withdraws from consideration for the Federal Reserve Board after it became clear she didn't have enough votes to be confirmed
https://t.co/eGB5HrcLMz"
1171,"Proud Boys leader Enrique Tarrio to stay in jail awaiting trial on January 6 conspiracy charges
https://t.co/9MX7duqHQT"
1172,"President Biden will travel to NATO headquarters in Brussels next week for a summit with other leaders
https://t.co/aB5pBJngc6"
1173,"Pierre Zakrzewski, a longtime Fox photojournalist, was killed while reporting in Ukraine, the network said on Tuesday https://t.co/15ZVH2Dq6n"
1174,"The Prime Ministers of Poland, Slovenia and the Czech Republic are travelling to Kyiv to meet with Ukrainian President Zelensky

Live updates ⬇️ https://t.co/rKG8yd4Cmb"
1175,"A suspect has been arrested in connection with at least five separate shootings of homeless men in New York City and Washington, DC https://t.co/9WTszcDveZ"
1176,"A pregnant woman, whose photo was shared globally after the Russia's bombing of a Ukraine hospital, has died, along with her baby
https://t.co/7ZNellPzlc"
1177,Tom Brady says he'll return to the NFL in Tampa for his 23rd season after announcing his retirement earlier this year. https://t.co/yiztmFkDkQ https://t.co/zBc6bcSdfI
1178,"Former President Barack Obama has tested positive for Covid-19, according to a tweet from his official account. https://t.co/UWtJSGJZKy https://t.co/iS1asy302b"
1179,"Award-winning filmmaker Brent Renaud, 50, was killed by Russian forces in a Kyiv suburb, local police say
https://t.co/iroMZny1qj"
1180,"At least nine people were killed by Russian missile strikes on a military base near Lviv, close to Ukraine's border with Poland, local officials say
https://t.co/9p2NUIjcLg"
1181,"Russian airstrikes hit the International Peacekeeping and Security Center, a huge military base near Lviv, local officials say
https://t.co/N3dvfmhyvz"
1182,"A new mayor has been installed in the Ukrainian city of Melitopol, which is under Russian control, after the elected mayor was detained by armed men.
https://t.co/mZRgRijp0S"
1183,"Singer Traci Braxton, who appeared on the reality series ""Braxton Family Values"" with her sisters, has died at age 50.
https://t.co/uTBO8aD0uG"
1184,"Russian Deputy Foreign Minister Sergei Ryabkov warned the United States about the potential consequences of transferring weapons to Ukraine, saying convoys with foreign weapons would be ""legitimate targets."" https://t.co/sxN32WlSCo"
